Review #,,Token,BIO Tag (For Explicit Aspects),Aspect Tag (For Explicit Aspects),Final Tag (For Explicit Aspects),"General Aspect, Specific Aspect Category (For Explicit Aspects)",Aspect Tag (For Implicit Aspects),Final Tag (For Implicit Aspects),"General Aspect, Specific Aspect Category (For Implicit Aspects)"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,the,O,,O - ,,,,
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,problem,O,,O - ,,,,
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,is,O,,O - ,,,,
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,i,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,ordered,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,it,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,as,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,gift,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,for,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,a,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,man,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,so,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,purple,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,is,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,not,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,really,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,ok,O,,O - ,,DEL#CORR,DEL#CORR,"Delivery, Correctness"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,and,O,,O - ,,,,
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,both,B,PRO#COND,B - PRO#COND,"Product, Condition",,,
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,bottles,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,have,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,scratches,I,PRO#COND,I - PRO#COND,"Product, Condition",,,
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,doesnt,O,,O - ,,PRO#GEN,PRO#GEN,"Product, General"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,look,O,,O - ,,PRO#GEN,PRO#GEN,"Product, General"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,new,O,,O - ,,PRO#GEN,PRO#GEN,"Product, General"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,for,O,,O - ,,PRO#GEN,PRO#GEN,"Product, General"
13,close to ok lang i contacted the seller and they admitted that they intentionaly sent the wrong color without informing me the problem is i ordered it as gift for a man so purple is not really ok and both bottles have scratches doesnt look new for me,me,O,,O - ,,PRO#GEN,PRO#GEN,"Product, General"
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,ang,B,PRO#GEN,B - PRO#GEN,"Product, General",,,
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,pangit,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,ng,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,item,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,sorry,O,,O - ,,,,
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,ahhh,O,,O - ,,,,
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,n,O,,O - ,,,,
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,ung,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,size,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,kala,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,mo,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,pang,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
14,ang pangit ng item sorry ahhh n ung size kala mo pang bata,bata,O,,O - ,,PRO#SIZE,PRO#SIZE,"Product, Size / Measurement"
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,010,B,PRO#GEN,B - PRO#GEN,"Product, General",,,
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,d,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,maganda,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,yung,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,product,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,matqgal,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,matuyo,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,kumakalat,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,sa,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,mata,O,,O - ,,PRO#EFF,PRO#EFF,"Product, Effectiveness"
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,hindi,O,,O - ,,PRO#FUNC,PRO#FUNC,"Product, Functionality"
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,water,O,,O - ,,PRO#FUNC,PRO#FUNC,"Product, Functionality"
15,010 d maganda yung product matqgal matuyo kumakalat sa mata hindi water proof,proof,O,,O - ,,PRO#FUNC,PRO#FUNC,"Product, Functionality"
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,good,B,PRO#GEN,B - PRO#GEN,"Product, General",,,
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,quality,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,product,I,PRO#GEN,I - PRO#GEN,"Product, General",,,
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,ok,O,,O - ,,,,
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,naman,O,,O - ,,,,
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,ung,B,DEL#TIME,B - DEL#TIME,"Delivery, Timeliness",,,
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,order,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,mabilis,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,dumating,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",,,
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,well,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",SER#HAND,SER#HAND,"Service, Handling"
16,good quality product ok naman ung order mabilis dumating well pack din kaso orde ko lima tapos isa lang ang dumating ok lang kasi nakarefund ako try ko ulit umorder sa kanila baka kasi nalito lang si seller at magpapasko madaming order,pack,I,DEL#TIME,I - DEL#TIME,"Delivery, Timeliness",SER#HAND,SER#HAND,"Service, Handling"
